"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"20003_1141168108","Treatment/medication code: isotard 25xl m/r tablet","binary",361141,53,360985,156
"20003_1140860840","Treatment/medication code: nitrolingual 400micrograms spray","binary",361141,53,360761,380
"20003_1140910512","Treatment/medication code: ismo - isosorbide mononitrate","binary",361141,53,361015,126
"20024_3211","Job code - deduced: Nurses","binary",9907,351287,9335,572
"20024_1121","Job code - deduced: Production, works and maintenance managers","binary",9907,351287,9656,251
"20024_1132","Job code - deduced: Marketing and sales managers","binary",9907,351287,9704,203
"20024_1136","Job code - deduced: Information and communication technology managers","binary",9907,351287,9792,115
"20024_1163","Job code - deduced: Retail and wholesale managers","binary",9907,351287,9668,239
"20024_1239","Job code - deduced: Managers and proprietors in other services n.e.c.","binary",9907,351287,9779,128
"20024_2211","Job code - deduced: Medical practitioners","binary",9907,351287,9790,117
"20024_2315","Job code - deduced: Primary and nursery education teaching professionals","binary",9907,351287,9702,205
"20024_2319","Job code - deduced: Teaching professionals n.e.c.","binary",9907,351287,9806,101
"20024_3119","Job code - deduced: Science and engineering technicians n.e.c.","binary",9907,351287,9793,114
"20024_3232","Job code - deduced: Housing and welfare officers","binary",9907,351287,9653,254
"20024_3563","Job code - deduced: Vocational and industrial trainers and instructors","binary",9907,351287,9777,130
"20024_4112","Job code - deduced: Civil Service administrative officers and assistants","binary",9907,351287,9667,240
"20024_4113","Job code - deduced: Local government clerical officers and assistants","binary",9907,351287,9791,116
"20024_4122","Job code - deduced: Accounts and wages clerks, book-keepers, other financial clerks","binary",9907,351287,9782,125
"20024_4150","Job code - deduced: General office assistants/clerks","binary",9907,351287,9595,312
"20024_6115","Job code - deduced: Care assistants and home carers","binary",9907,351287,9631,276
"20024_7111","Job code - deduced: Sales and retail assistants","binary",9907,351287,9804,103
"20079_6","Day-of-week questionnaire completion requested: Saturday","binary",51427,309767,42583,8844
"20079_1","Day-of-week questionnaire completion requested: Monday","binary",51427,309767,43386,8041
"20079_2","Day-of-week questionnaire completion requested: Tuesday","binary",51427,309767,43141,8286
"20079_3","Day-of-week questionnaire completion requested: Wednesday","binary",51427,309767,42824,8603
"20079_4","Day-of-week questionnaire completion requested: Thursday","binary",51427,309767,42738,8689
"20079_5","Day-of-week questionnaire completion requested: Friday","binary",51427,309767,42587,8840
"20079_7","Day-of-week questionnaire completion requested: Sunday","binary",51427,309767,51303,124
"20084_472","Vitamin and/or mineral supplement use: Fish oil  ","binary",51427,309767,38965,12462
"20084_469","Vitamin and/or mineral supplement use: Multivitamin with iron  ","binary",51427,309767,50111,1316
"20084_471","Vitamin and/or mineral supplement use: Multivitamin with multimineral  ","binary",51427,309767,48435,2992
"20084_488","Vitamin and/or mineral supplement use: Other vitamin  ","binary",51427,309767,49490,1937
"20084_473","Vitamin and/or mineral supplement use: Glucosamine/chondroitin  ","binary",51427,309767,43505,7922
"20084_470","Vitamin and/or mineral supplement use: Multivitamin with calcium  ","binary",51427,309767,51126,301
"20084_468","Vitamin and/or mineral supplement use: Multivitamin  ","binary",51427,309767,47585,3842
"20084_478","Vitamin and/or mineral supplement use: Vitamin C  ","binary",51427,309767,48136,3291
"20084_476","Vitamin and/or mineral supplement use: Vitamin B6  ","binary",51427,309767,50273,1154
"20084_487","Vitamin and/or mineral supplement use: Zinc  ","binary",51427,309767,49888,1539
"20084_485","Vitamin and/or mineral supplement use: Calcium  ","binary",51427,309767,48533,2894
"20084_474","Vitamin and/or mineral supplement use: Evening primrose  ","binary",51427,309767,49053,2374
"20084_479","Vitamin and/or mineral supplement use: Vitamin D  ","binary",51427,309767,49789,1638
"20084_486","Vitamin and/or mineral supplement use: Iron  ","binary",51427,309767,50711,716
"20084_477","Vitamin and/or mineral supplement use: Vitamin B12  ","binary",51427,309767,50374,1053
"20084_481","Vitamin and/or mineral supplement use: Folic acid  ","binary",51427,309767,50781,646
"20084_475","Vitamin and/or mineral supplement use: Vitamin A  ","binary",51427,309767,50931,496
"20084_483","Vitamin and/or mineral supplement use: Magnesium  ","binary",51427,309767,50617,810
"20084_480","Vitamin and/or mineral supplement use: Vitamin E  ","binary",51427,309767,50466,961
"20084_484","Vitamin and/or mineral supplement use: Selenium  ","binary",51427,309767,50623,804
"20084_482","Vitamin and/or mineral supplement use: Chromium  ","binary",51427,309767,51204,223
"20086_10","Type of special diet followed: Low calorie","binary",51427,309767,45350,6077
"20086_11","Type of special diet followed: Vegetarian","binary",51427,309767,49711,1716
"20086_13","Type of special diet followed: Other","binary",51427,309767,49672,1755
"20086_8","Type of special diet followed: Gluten-free","binary",51427,309767,50366,1061
"20086_9","Type of special diet followed: Lactose-free","binary",51427,309767,50743,684
"20086_12","Type of special diet followed: Vegan","binary",51427,309767,51303,124
"20089_464","Type of meals eaten: Ready meals","binary",51427,309767,47367,4060
"20089_465","Type of meals eaten: Home cooked meals","binary",51427,309767,10385,41042
"20089_462","Type of meals eaten: Restaurant meals","binary",51427,309767,43598,7829
"20089_463","Type of meals eaten: Bought sandwiches","binary",51427,309767,46756,4671
"20089_461","Type of meals eaten: Takeaway meals","binary",51427,309767,49337,2090
"20090_352","Type of fat/oil used in cooking: Cooking fat unknown","binary",51427,309767,42368,9059
"20090_355","Type of fat/oil used in cooking: Vegetable oil","binary",51427,309767,47469,3958
"20090_396","Type of fat/oil used in cooking: Other type fat","binary",51427,309767,51011,416
"20090_365","Type of fat/oil used in cooking: Olive spread","binary",51427,309767,48750,2677
"20090_354","Type of fat/oil used in cooking: Sunflower oil","binary",51427,309767,45201,6226
"20090_353","Type of fat/oil used in cooking: Olive oil","binary",51427,309767,33408,18019
"20090_371","Type of fat/oil used in cooking: Polyunsaturated margarine","binary",51427,309767,47233,4194
"20090_359","Type of fat/oil used in cooking: Butter","binary",51427,309767,44880,6547
"20090_357","Type of fat/oil used in cooking: Other oil","binary",51427,309767,50876,551
"20090_356","Type of fat/oil used in cooking: Rapeseed oil","binary",51427,309767,50234,1193
"20090_377","Type of fat/oil used in cooking: Dairy spread","binary",51427,309767,50136,1291
"20090_389","Type of fat/oil used in cooking: Unknown/other soft margarine","binary",51427,309767,50653,774
"20090_364","Type of fat/oil used in cooking: Lard","binary",51427,309767,50889,538
"20090_383","Type of fat/oil used in cooking: Soya margarine","binary",51427,309767,50950,477
"20090_395","Type of fat/oil used in cooking: Hard margarine","binary",51427,309767,51261,166
"20090_368","Type of fat/oil used in cooking: Normal fat olive spread","binary",51427,309767,50635,792
"20090_374","Type of fat/oil used in cooking: Normal fat polyunsaturated margarine","binary",51427,309767,50686,741
"20090_375","Type of fat/oil used in cooking: Cholesterol lowering polyunsaturated margarine","binary",51427,309767,50606,821
"20090_360","Type of fat/oil used in cooking: Spreadable butter","binary",51427,309767,49394,2033
"20090_367","Type of fat/oil used in cooking: Low fat olive spread for","binary",51427,309767,50278,1149
"20090_372","Type of fat/oil used in cooking: Very low fat polyunsaturated margarine","binary",51427,309767,51128,299
"20090_361","Type of fat/oil used in cooking: Low fat butter","binary",51427,309767,50892,535
"20090_373","Type of fat/oil used in cooking: Low fat polyunsaturated margarine","binary",51427,309767,49532,1895
"20090_362","Type of fat/oil used in cooking: Normal fat butter","binary",51427,309767,47757,3670
"20090_380","Type of fat/oil used in cooking: Normal fat dairy spread","binary",51427,309767,50909,518
"20090_370","Type of fat/oil used in cooking: Unknown olive spread","binary",51427,309767,51255,172
"20090_394","Type of fat/oil used in cooking: Unknown soft margarine","binary",51427,309767,51217,210
"20090_376","Type of fat/oil used in cooking: Unknown polyunsaturated margarine","binary",51427,309767,51287,140
"20090_369","Type of fat/oil used in cooking: Cholesterol lowering olive spread","binary",51427,309767,51188,239
"20090_392","Type of fat/oil used in cooking: Normal fat soft margarine","binary",51427,309767,51191,236
"20090_379","Type of fat/oil used in cooking: Low fat dairy spread","binary",51427,309767,50897,530
"20090_391","Type of fat/oil used in cooking: Low fat soft margarine","binary",51427,309767,51224,203
"20090_386","Type of fat/oil used in cooking: Normal fat soya margarine","binary",51427,309767,51283,144
"20090_363","Type of fat/oil used in cooking: Unknown fat butter","binary",51427,309767,51240,187
"20090_366","Type of fat/oil used in cooking: Very low fat olive spread","binary",51427,309767,51286,141
"20090_385","Type of fat/oil used in cooking: Low fat soya margarine","binary",51427,309767,51269,158
"20095_1","Size of white wine glass drunk: small (125ml)","binary",51427,309767,48868,2559
"20095_2","Size of white wine glass drunk: medium (175ml)","binary",51427,309767,47669,3758
"20095_3","Size of white wine glass drunk: large (250ml)","binary",51427,309767,50928,499
"20096_2","Size of red wine glass drunk: medium (175ml)","binary",51427,309767,46296,5131
"20096_1","Size of red wine glass drunk: small (125ml)","binary",51427,309767,48349,3078
"20096_3","Size of red wine glass drunk: large (250ml)","binary",51427,309767,50692,735
"20097_1","Size of rose wine glass drunk: small (125ml)","binary",51427,309767,50895,532
"20097_3","Size of rose wine glass drunk: large (250ml)","binary",51427,309767,51280,147
"20097_2","Size of rose wine glass drunk: medium (175ml)","binary",51427,309767,50654,773
"20116_0","Smoking status: Never","binary",359706,1488,164638,195068
"20116_1","Smoking status: Previous","binary",359706,1488,232156,127550
"20116_2","Smoking status: Current","binary",359706,1488,322618,37088
"20117_2","Alcohol drinker status: Current","binary",360726,468,23807,336919
"20117_0","Alcohol drinker status: Never","binary",360726,468,349483,11243
"20117_1","Alcohol drinker status: Previous","binary",360726,468,348162,12564
"20118_5","Home area population density - urban or rural: England/Wales - Urban - less sparse","binary",357712,3482,78712,279000
"20118_6","Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse","binary",357712,3482,332384,25328
"20118_7","Home area population density - urban or rural: England/Wales - Village - less sparse","binary",357712,3482,339587,18125
"20118_8","Home area population density - urban or rural: England/Wales - Hamlet and Isolated Dwelling - less sparse","binary",357712,3482,349758,7954
"20118_11","Home area population density - urban or rural: Scotland - Large Urban Area","binary",357712,3482,336781,20931
"20118_12","Home area population density - urban or rural: Scotland - Other Urban Area","binary",357712,3482,353714,3998
"20118_13","Home area population density - urban or rural: Scotland - Accessible Small Town","binary",357712,3482,356610,1102
"20118_16","Home area population density - urban or rural: Scotland - Accessible Rural","binary",357712,3482,356482,1230
"20122","Bipolar disorder status","binary",1064,360130,508,556
"20126_0","Bipolar and major depression status: No Bipolar or Depression","binary",86895,274299,24070,62825
